,timestamp,node_id,subsystem,sensor,parameter,avg_value_hrf,datetime,project_id,vsn,address,lat,lon,description,start_timestamp,end_timestamp,zipcode
641,1527267600,001e06113107,alphasense,opc_n2,pm2_5,2.606795774647888,2018-05-25 17:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
642,1527663600,001e06113107,alphasense,opc_n2,pm2_5,0.2631267605633804,2018-05-30 07:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
643,1527649200,001e06113107,alphasense,opc_n2,pm2_5,0.2343216783216784,2018-05-30 03:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
644,1527656400,001e06113107,alphasense,opc_n2,pm2_5,0.21283216783216785,2018-05-30 05:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
645,1527325200,001e06113107,alphasense,opc_n2,pm2_5,13.585115107913671,2018-05-26 09:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
646,1527674400,001e06113107,alphasense,opc_n2,pm2_5,0.6096338028169013,2018-05-30 10:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
647,1527483600,001e06113107,alphasense,opc_n2,pm2_5,5.740578571428572,2018-05-28 05:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
648,1525759200,001e06113107,alphasense,opc_n2,pm2_5,2.2616879432624124,2018-05-08 06:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
649,1525377600,001e06113107,alphasense,opc_n2,pm2_5,0.4824214285714286,2018-05-03 20:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
650,1525370400,001e06113107,alphasense,opc_n2,pm2_5,0.5196028368794327,2018-05-03 18:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
651,1527379200,001e06113107,alphasense,opc_n2,pm2_5,2.6897092198581567,2018-05-27 00:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
652,1527195600,001e06113107,alphasense,opc_n2,pm2_5,2.4516363636363647,2018-05-24 21:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
653,1527386400,001e06113107,alphasense,opc_n2,pm2_5,3.8697304964538985,2018-05-27 02:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
654,1527735600,001e06113107,alphasense,opc_n2,pm2_5,0.1874295774647888,2018-05-31 03:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
655,1527393600,001e06113107,alphasense,opc_n2,pm2_5,6.310864285714282,2018-05-27 04:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
656,1527742800,001e06113107,alphasense,opc_n2,pm2_5,0.20917605633802827,2018-05-31 05:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
657,1525266000,001e06113107,alphasense,opc_n2,pm2_5,0.12134265734265735,2018-05-02 13:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
658,1525456800,001e06113107,alphasense,opc_n2,pm2_5,1.1882867132867123,2018-05-04 18:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
659,1527296400,001e06113107,alphasense,opc_n2,pm2_5,5.456928571428574,2018-05-26 01:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
660,1527289200,001e06113107,alphasense,opc_n2,pm2_5,3.083971631205674,2018-05-25 23:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
661,1527631200,001e06113107,alphasense,opc_n2,pm2_5,0.463951048951049,2018-05-29 22:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
662,1527638400,001e06113107,alphasense,opc_n2,pm2_5,0.4153426573426571,2018-05-30 00:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
663,1527487200,001e06113107,alphasense,opc_n2,pm2_5,4.563271428571432,2018-05-28 06:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
664,1527282000,001e06113107,alphasense,opc_n2,pm2_5,1.5387183098591544,2018-05-25 21:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
665,1525248000,001e06113107,alphasense,opc_n2,pm2_5,0.12227972027972032,2018-05-02 08:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
666,1525788000,001e06113107,alphasense,opc_n2,pm2_5,1.5694859154929577,2018-05-08 14:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
667,1525795200,001e06113107,alphasense,opc_n2,pm2_5,1.9554722222222225,2018-05-08 16:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
668,1525255200,001e06113107,alphasense,opc_n2,pm2_5,0.12050000000000012,2018-05-02 10:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
