lat,long,PM 2.5,PM 10,Ozone,Nitrogen dioxide,Sufur dioxide
41.71081768,-87.53528247,37.42165612,2.864986701,0.08878948,0.012027776,0.030607105
41.71081768,-87.5378533,37.42164237,2.864986701,0.08878948,0.012027776,0.030607105
41.71081768,-87.54042412,37.42162791,2.864986701,0.08878948,0.014449292,0.134467407
41.71081768,-87.54299495,37.4216127,2.864986701,0.082369209,0.014449292,0.134467407
41.71081768,-87.54556577,37.87483725,2.864986701,0.082369209,0.014449292,0.134467407
41.71081768,-87.5481366,33.37166745,2.864986701,0.082369209,0.014449292,0.134467407
41.71081768,-87.55070742,33.37163481,2.864986701,0.082369209,0.014449292,0.134467407
41.71081768,-87.55327825,34.26168909,2.864986701,0.082369209,0.014449292,0.134467407
41.71081768,-87.55584907,34.2616756,2.864986701,0.082369209,0.014449292,0.134467407
41.71081768,-87.5584199,34.26166145,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.56099072,36.04781718,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.56356155,36.04781947,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.56613237,36.047822,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.5687032,35.11185619,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.57127402,35.11186867,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.57384485,34.19691606,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.57641567,34.19692109,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.5789865,34.19692641,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.58155732,32.2559715,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.58412815,33.42200337,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.58669897,33.42201071,2.864986701,0.060091636,0.017427308,0.136359635
41.71081768,-87.5892698,33.78350874,2.864986701,0.060091636,0.017427308,0.130774978
