Zip Code,Date,Hour,Average PM25
60614,6/21/17,9,43.96647154
60653,6/21/17,18,49.47383253
60653,6/21/17,10,46.22603478
60632,6/21/17,19,43.80212121
60642,6/21/17,8,45.51222222
60602,6/21/17,10,44.49367816
60623,6/21/17,9,98.4912222
60642,6/21/17,7,44.3957578
0,6/21/17,18,47.42
60614,6/21/17,10,44.63508906
60604,6/21/17,10,44.79033333
60610,6/21/17,10,44.99481771
60649,6/21/17,18,47.7936551
60607,6/21/17,18,44.35442741
60623,6/21/17,19,44.17810351
60637,6/22/17,18,51.46485597
60637,6/22/17,10,50.91118215
0,6/22/17,18,51.05388889
60623,6/22/17,11,82.51130164
60623,6/22/17,9,87.43016886
60649,6/22/17,10,52.64140457
60623,6/22/17,17,51.84131868
60623,6/22/17,10,84.72576955
60649,6/22/17,18,50.63559222
60623,6/22/17,19,84.18579048
60623,6/22/17,12,81.37212569
60623,6/22/17,18,74.47639143
0,6/22/17,10,47.93466667
60623,6/22/17,20,89.90445395
60637,6/22/17,18,51.46485597
60637,6/22/17,10,50.91118215
0,6/22/17,18,51.05388889
60623,6/22/17,11,82.51130164
60623,6/22/17,9,87.43016886
60649,6/22/17,10,52.64140457
60623,6/22/17,17,51.84131868
60623,6/22/17,10,84.72576955
60649,6/22/17,18,50.63559222
60623,6/22/17,19,84.18579048
60623,6/22/17,12,81.37212569
60623,6/22/17,18,74.47639143
0,6/22/17,10,47.93466667
60623,6/22/17,20,89.90445395
60610,6/23/17,20,40.27888372
60611,6/23/17,10,46.30481953
0,6/23/17,19,38.63307692
60657,6/23/17,10,48.69666667
60637,6/23/17,18,45.15622353
0,6/23/17,18,42.85916667
60615,6/23/17,10,45.83675341
60653,6/23/17,16,47.86078767
60608,6/23/17,8,50.27266046
60637,6/23/17,9,51.66874452
60604,6/23/17,19,40.30366667
60637,6/23/17,15,47.74890057
60602,6/23/17,10,46.24081871
60601,6/23/17,10,45.90338624
60657,6/23/17,9,48.79716842
60608,6/23/17,17,40.32689
60605,6/23/17,10,45.5626919
60642,6/23/17,17,40.47981928
60608,6/23/17,9,50.93724638
60649,6/23/17,19,45.52308252
60616,6/23/17,9,49.486965
60649,6/23/17,18,43.75736799
60623,6/23/17,17,41.05890572
60603,6/23/17,19,40.54761194
60616,6/23/17,16,42.33381242
60613,6/23/17,20,57.25595638
60604,6/23/17,10,46.20160714
60653,6/23/17,10,46.12255708
60623,6/23/17,20,76.6405814
60616,6/23/17,17,41.11467075
60637,6/23/17,19,42.97771039
60653,6/23/17,15,48.13597619
60602,6/23/17,19,41.09188679
60616,6/23/17,19,40.5326628
60613,6/23/17,9,50.28143774
60611,6/23/17,19,42.35764249
60607,6/23/17,17,40.39019169
60615,6/23/17,9,51.05930464
60605,6/23/17,19,40.58468023
60653,6/23/17,19,40.55708931
60614,6/23/17,20,40.38425322
60623,6/23/17,19,78.72651672
60615,6/23/17,19,40.1450495
60642,6/23/17,8,48.19742374
60616,6/23/17,10,45.79811791
60614,6/23/17,10,47.40663991
60653,6/23/17,9,50.82710179
60603,6/23/17,10,45.61217391
60649,6/23/17,9,50.77002506
60615,6/23/17,15,47.98669935
60611,6/23/17,20,40.95610294
60607,6/23/17,8,49.74015169
60657,6/23/17,20,40.02931919
60601,6/23/17,19,42.11109195
60637,6/23/17,10,48.03553229
60610,6/23/17,10,46.34174603
60610,6/23/17,20,40.27888372
60611,6/23/17,10,46.30481953
0,6/23/17,19,38.63307692
60657,6/23/17,10,48.69666667
60637,6/23/17,18,45.15622353
0,6/23/17,18,42.85916667
60615,6/23/17,10,45.83675341
60653,6/23/17,16,47.86078767
60608,6/23/17,8,50.27266046
60637,6/23/17,9,51.66874452
60604,6/23/17,19,40.30366667
60637,6/23/17,15,47.74890057
60602,6/23/17,10,46.24081871
60601,6/23/17,10,45.90338624
60657,6/23/17,9,48.79716842
60608,6/23/17,17,40.32689
60605,6/23/17,10,45.5626919
60642,6/23/17,17,40.47981928
60608,6/23/17,9,50.93724638
60649,6/23/17,19,45.52308252
60616,6/23/17,9,49.486965
60649,6/23/17,18,43.75736799
60623,6/23/17,17,41.05890572
60603,6/23/17,19,40.54761194
60616,6/23/17,16,42.33381242
60613,6/23/17,20,57.25595638
60604,6/23/17,10,46.20160714
60653,6/23/17,10,46.12255708
60623,6/23/17,20,76.6405814
60616,6/23/17,17,41.11467075
60637,6/23/17,19,42.97771039
60653,6/23/17,15,48.13597619
60602,6/23/17,19,41.09188679
60616,6/23/17,19,40.5326628
60613,6/23/17,9,50.28143774
60611,6/23/17,19,42.35764249
60607,6/23/17,17,40.39019169
60615,6/23/17,9,51.05930464
60605,6/23/17,19,40.58468023
60653,6/23/17,19,40.55708931
60614,6/23/17,20,40.38425322
60623,6/23/17,19,78.72651672
60615,6/23/17,19,40.1450495
60642,6/23/17,8,48.19742374
60616,6/23/17,10,45.79811791
60614,6/23/17,10,47.40663991
60653,6/23/17,9,50.82710179
60603,6/23/17,10,45.61217391
60649,6/23/17,9,50.77002506
60615,6/23/17,15,47.98669935
60611,6/23/17,20,40.95610294
60607,6/23/17,8,49.74015169
60657,6/23/17,20,40.02931919
60601,6/23/17,19,42.11109195
60637,6/23/17,10,48.03553229
60610,6/23/17,10,46.34174603
60642,6/24/17,6,43.97208552
60613,6/24/17,8,46.18952381
60607,6/24/17,6,45.92401316
60642,6/24/17,6,43.97208552
60613,6/24/17,8,46.18952381
60607,6/24/17,6,45.92401316
60607,6/25/17,0,40.13585425
60608,6/25/17,0,40.49492063
60616,6/25/17,0,40.7143949
60607,6/25/17,0,40.13585425
60608,6/25/17,0,40.49492063
60616,6/25/17,0,40.7143949
60623,6/26/17,18,91.01244891
60623,6/26/17,7,75.83055556
60623,6/26/17,11,51.25205618
60623,6/26/17,19,260.7778704
60623,6/26/17,6,80.67888347
60623,6/26/17,10,51.10112724
60623,6/26/17,18,91.01244891
60623,6/26/17,7,75.83055556
60623,6/26/17,11,51.25205618
60623,6/26/17,19,260.7778704
60623,6/26/17,6,80.67888347
60623,6/26/17,10,51.10112724
60623,6/27/17,11,116.8752652
60623,6/27/17,11,116.8752652
60623,6/27/17,11,116.8752652
0,6/27/17,18,43.28
60637,6/27/17,18,43.36260839
60623,6/27/17,10,120.175709
60649,6/27/17,18,43.62011811
60623,6/27/17,12,110.9118601
60623,6/27/17,11,116.8752652
0,6/27/17,18,43.28
60637,6/27/17,18,43.36260839
60623,6/27/17,10,120.175709
60649,6/27/17,18,43.62011811
60623,6/27/17,12,110.9118601
60608,6/28/17,8,41.31422778
60649,6/28/17,18,49.03540323
60608,6/28/17,19,45.51966125
60637,6/28/17,9,43.02357847
60637,6/28/17,19,46.32833333
60607,6/28/17,19,45.68519187
60623,6/28/17,9,71.10513076
60623,6/28/17,10,69.73799204
60642,6/28/17,20,46.42980601
60616,6/28/17,9,41.67177778
60642,6/28/17,19,46.41981896
60653,6/28/17,9,41.4940406
60637,6/28/17,18,46.79300513
60615,6/28/17,9,42.16724004
60616,6/28/17,19,46.03208717
60615,6/28/17,19,45.79879012
60607,6/28/17,8,41.10914689
60642,6/28/17,8,42.03432646
60653,6/28/17,19,45.79691597
60616,6/28/17,8,41.19911812
60608,6/28/17,8,41.31422778
60649,6/28/17,18,49.03540323
60608,6/28/17,19,45.51966125
60637,6/28/17,9,43.02357847
60637,6/28/17,19,46.32833333
60607,6/28/17,19,45.68519187
60623,6/28/17,9,71.10513076
60623,6/28/17,10,69.73799204
60642,6/28/17,20,46.42980601
60616,6/28/17,9,41.67177778
60642,6/28/17,19,46.41981896
60653,6/28/17,9,41.4940406
60637,6/28/17,18,46.79300513
60615,6/28/17,9,42.16724004
60616,6/28/17,19,46.03208717
60615,6/28/17,19,45.79879012
60607,6/28/17,8,41.10914689
60642,6/28/17,8,42.03432646
60653,6/28/17,19,45.79691597
60616,6/28/17,8,41.19911812
60615,6/29/17,8,45.60290069
60642,6/29/17,7,47.96045752
0,6/29/17,18,48.57666667
60615,6/29/17,9,47.02057459
60649,6/29/17,18,48.98311563
60637,6/29/17,8,47.1726693
60616,6/29/17,7,46.98642004
60637,6/29/17,18,49.0698801
60616,6/29/17,8,46.48291913
60608,6/29/17,7,47.89346276
60637,6/29/17,9,46.02259594
60653,6/29/17,8,45.90478814
60607,6/29/17,7,48.44146667
60615,6/29/17,8,45.60290069
60642,6/29/17,7,47.96045752
0,6/29/17,18,48.57666667
60615,6/29/17,9,47.02057459
60649,6/29/17,18,48.98311563
60637,6/29/17,8,47.1726693
60616,6/29/17,7,46.98642004
60637,6/29/17,18,49.0698801
60616,6/29/17,8,46.48291913
60608,6/29/17,7,47.89346276
60637,6/29/17,9,46.02259594
60653,6/29/17,8,45.90478814
60607,6/29/17,7,48.44146667
60637,6/30/17,19,63.66840796
60608,6/30/17,8,49.62835443
60649,6/30/17,18,59.89026273
60615,6/30/17,19,56.8161811
60649,6/30/17,19,55.65668421
60623,6/30/17,10,82.24775782
60642,6/30/17,8,49.76850886
60615,6/30/17,9,51.75250151
60607,6/30/17,8,49.22577971
60623,6/30/17,11,84.2017613
0,6/30/17,18,62.17
60616,6/30/17,8,49.67203186
60637,6/30/17,18,57.61954633
60653,6/30/17,8,50.38536996
60615,6/30/17,8,49.9572807
60637,6/30/17,9,51.58492676
60637,6/30/17,19,63.66840796
60608,6/30/17,8,49.62835443
60649,6/30/17,18,59.89026273
60615,6/30/17,19,56.8161811
60649,6/30/17,19,55.65668421
60623,6/30/17,10,82.24775782
60642,6/30/17,8,49.76850886
60615,6/30/17,9,51.75250151
60607,6/30/17,8,49.22577971
60623,6/30/17,11,84.2017613
0,6/30/17,18,62.17
60616,6/30/17,8,49.67203186
60637,6/30/17,18,57.61954633
60653,6/30/17,8,50.38536996
60615,6/30/17,8,49.9572807
60637,6/30/17,9,51.58492676
60637,7/1/17,10,47.88546667
60623,7/1/17,10,78.0734859
60607,7/1/17,8,46.3305096
60615,7/1/17,10,48.43272989
60642,7/1/17,8,46.70788011
60608,7/1/17,8,47.10509722
60623,7/1/17,11,90.16558406
60637,7/1/17,10,47.88546667
60623,7/1/17,10,78.0734859
60607,7/1/17,8,46.3305096
60615,7/1/17,10,48.43272989
60642,7/1/17,8,46.70788011
60608,7/1/17,8,47.10509722
60623,7/1/17,11,90.16558406
60637,7/3/17,10,54.92911354
60649,7/3/17,18,50.79465168
60637,7/3/17,9,55.50543353
60637,7/3/17,18,48.95429777
0,7/3/17,9,55.49583333
60649,7/3/17,9,54.88039597
60637,7/3/17,10,54.92911354
60649,7/3/17,18,50.79465168
60637,7/3/17,9,55.50543353
60637,7/3/17,18,48.95429777
0,7/3/17,9,55.49583333
60649,7/3/17,9,54.88039597
60605,7/5/17,16,46.99214852
60605,7/5/17,15,46.44725758
60605,7/5/17,16,46.99214852
60605,7/5/17,15,46.44725758
60607,7/6/17,18,48.02483321
60607,7/6/17,18,48.02483321
60607,7/6/17,18,48.02483321
60653,7/6/17,15,50.25974142
60642,7/6/17,7,50.90888345
60616,7/6/17,8,51.43112523
60623,7/6/17,12,81.08182797
60616,7/6/17,14,55.45959709
60605,7/6/17,10,55.53111111
60642,7/6/17,18,48.43931336
60608,7/6/17,8,52.2042323
60608,7/6/17,18,47.77327761
60607,7/6/17,7,52.45220915
60616,7/6/17,13,50.85488382
60615,7/6/17,17,48.85303861
60605,7/6/17,16,55.15354356
60607,7/6/17,8,52.12395368
60609,7/6/17,14,54.25752553
60616,7/6/17,12,47.38965038
60653,7/6/17,17,48.64443511
60616,7/6/17,18,47.30915222
60653,7/6/17,16,52.99691886
60642,7/6/17,19,48.56065681
60653,7/6/17,14,52.64312157
60637,7/6/17,17,48.62063941
60616,7/6/17,16,55.13576995
60642,7/6/17,20,48.62710535
60616,7/6/17,10,53.99627675
60616,7/6/17,17,47.66669259
60623,7/6/17,13,82.58680243
60616,7/6/17,11,51.85632132
60607,7/6/17,18,48.02483321
60653,7/6/17,15,50.25974142
60642,7/6/17,7,50.90888345
60616,7/6/17,8,51.43112523
60623,7/6/17,12,81.08182797
60616,7/6/17,14,55.45959709
60605,7/6/17,10,55.53111111
60642,7/6/17,18,48.43931336
60608,7/6/17,8,52.2042323
60608,7/6/17,18,47.77327761
60607,7/6/17,7,52.45220915
60616,7/6/17,13,50.85488382
60615,7/6/17,17,48.85303861
60605,7/6/17,16,55.15354356
60607,7/6/17,8,52.12395368
60609,7/6/17,14,54.25752553
60616,7/6/17,12,47.38965038
60653,7/6/17,17,48.64443511
60616,7/6/17,18,47.30915222
60653,7/6/17,16,52.99691886
60642,7/6/17,19,48.56065681
60653,7/6/17,14,52.64312157
60637,7/6/17,17,48.62063941
60616,7/6/17,16,55.13576995
60642,7/6/17,20,48.62710535
60616,7/6/17,10,53.99627675
60616,7/6/17,17,47.66669259
60623,7/6/17,13,82.58680243
60616,7/6/17,11,51.85632132
60616,7/7/17,8,53.39851572
60615,7/7/17,8,50.2300722
60616,7/7/17,13,59.56647744
60623,7/7/17,10,57.15587095
60605,7/7/17,13,63.69957523
60623,7/7/17,12,51.88213063
60608,7/7/17,8,56.4308303
60632,7/7/17,13,64.41990573
60637,7/7/17,8,50.36950262
60605,7/7/17,20,45.69284962
60637,7/7/17,9,52.25844907
60605,7/7/17,19,47.70228913
60605,7/7/17,15,61.31459676
60605,7/7/17,14,69.27625275
60653,7/7/17,8,50.51262551
60607,7/7/17,8,53.72490442
60623,7/7/17,13,57.11918099
60605,7/7/17,18,49.57044632
60642,7/7/17,8,54.48381993
60642,7/7/17,7,51.52598243
60605,7/7/17,22,44.13079282
60605,7/7/17,16,60.87318934
60605,7/7/17,17,50.74142745
60623,7/7/17,11,53.17196311
60608,7/7/17,13,65.40804703
60605,7/7/17,23,43.78893629
60605,7/7/17,21,45.57547217
60616,7/7/17,8,53.39851572
60615,7/7/17,8,50.2300722
60616,7/7/17,13,59.56647744
60623,7/7/17,10,57.15587095
60605,7/7/17,13,63.69957523
60623,7/7/17,12,51.88213063
60608,7/7/17,8,56.4308303
60632,7/7/17,13,64.41990573
60637,7/7/17,8,50.36950262
60605,7/7/17,20,45.69284962
60637,7/7/17,9,52.25844907
60605,7/7/17,19,47.70228913
60605,7/7/17,15,61.31459676
60605,7/7/17,14,69.27625275
60653,7/7/17,8,50.51262551
60607,7/7/17,8,53.72490442
60623,7/7/17,13,57.11918099
60605,7/7/17,18,49.57044632
60642,7/7/17,8,54.48381993
60642,7/7/17,7,51.52598243
60605,7/7/17,22,44.13079282
60605,7/7/17,16,60.87318934
60605,7/7/17,17,50.74142745
60623,7/7/17,11,53.17196311
60608,7/7/17,13,65.40804703
60605,7/7/17,23,43.78893629
60605,7/7/17,21,45.57547217
60605,7/8/17,2,44.01085722
60605,7/8/17,1,43.92740686
60605,7/8/17,7,43.97456501
60605,7/8/17,8,44.04987257
60605,7/8/17,0,43.9125299
60653,7/8/17,8,45.79006981
60608,7/8/17,8,45.5501519
60637,7/8/17,8,45.33354342
60616,7/8/17,8,44.37223284
60637,7/8/17,9,45.07622036
60605,7/8/17,3,44.03846625
60605,7/8/17,5,44.03883684
60605,7/8/17,6,43.99537196
60607,7/8/17,8,45.95033046
60642,7/8/17,8,45.01778526
60615,7/8/17,8,45.69316049
60605,7/8/17,2,44.01085722
60605,7/8/17,1,43.92740686
60605,7/8/17,7,43.97456501
60605,7/8/17,8,44.04987257
60605,7/8/17,0,43.9125299
60653,7/8/17,8,45.79006981
60608,7/8/17,8,45.5501519
60637,7/8/17,8,45.33354342
60616,7/8/17,8,44.37223284
60637,7/8/17,9,45.07622036
60605,7/8/17,3,44.03846625
60605,7/8/17,5,44.03883684
60605,7/8/17,6,43.99537196
60607,7/8/17,8,45.95033046
60642,7/8/17,8,45.01778526
60615,7/8/17,8,45.69316049
60601,7/10/17,18,57.94239881
60601,7/10/17,13,42.32154321
60601,7/10/17,14,46.4005
60637,7/10/17,18,57.32739092
60615,7/10/17,18,56.5749061
60642,7/10/17,14,46.27238301
60622,7/10/17,14,45.56440887
60616,7/10/17,18,63.23212007
60647,7/10/17,15,47.53736402
60611,7/10/17,18,62.10086494
60647,7/10/17,14,46.8383715
60603,7/10/17,18,56.8093626
60654,7/10/17,13,42.95059965
60611,7/10/17,13,47.31376103
60602,7/10/17,18,57.50252027
60611,7/10/17,14,46.71630081
60605,7/10/17,18,57.91105279
60654,7/10/17,18,55.73686695
60637,7/10/17,19,57.6701025
60654,7/10/17,14,47.12708709
60653,7/10/17,18,61.34110038
60661,7/10/17,18,50.11658537
60604,7/10/17,18,56.92344714
60601,7/10/17,18,57.94239881
60601,7/10/17,13,42.32154321
60601,7/10/17,14,46.4005
60637,7/10/17,18,57.32739092
60615,7/10/17,18,56.5749061
60642,7/10/17,14,46.27238301
60622,7/10/17,14,45.56440887
60616,7/10/17,18,63.23212007
60647,7/10/17,15,47.53736402
60611,7/10/17,18,62.10086494
60647,7/10/17,14,46.8383715
60603,7/10/17,18,56.8093626
60654,7/10/17,13,42.95059965
60611,7/10/17,13,47.31376103
60602,7/10/17,18,57.50252027
60611,7/10/17,14,46.71630081
60605,7/10/17,18,57.91105279
60654,7/10/17,18,55.73686695
60637,7/10/17,19,57.6701025
60654,7/10/17,14,47.12708709
60653,7/10/17,18,61.34110038
60661,7/10/17,18,50.11658537
60604,7/10/17,18,56.92344714
60601,7/12/17,17,55.28110276
60601,7/12/17,17,55.28110276
60601,7/12/17,17,55.28110276
60622,7/12/17,16,51.02757851
60613,7/12/17,16,55.48973064
60603,7/12/17,17,54.33083333
60647,7/12/17,16,54.59519553
0,7/12/17,17,16.39
60618,7/12/17,16,54.46193548
60647,7/12/17,17,52.29833333
60625,7/12/17,16,53.68483965
60622,7/12/17,17,48.79936129
60657,7/12/17,16,55.58381496
60614,7/12/17,16,55.06474214
60606,7/12/17,17,53.665
60611,7/12/17,17,54.44492347
60601,7/12/17,17,55.28110276
60622,7/12/17,16,51.02757851
60613,7/12/17,16,55.48973064
60603,7/12/17,17,54.33083333
60647,7/12/17,16,54.59519553
0,7/12/17,17,16.39
60618,7/12/17,16,54.46193548
60647,7/12/17,17,52.29833333
60625,7/12/17,16,53.68483965
60622,7/12/17,17,48.79936129
60657,7/12/17,16,55.58381496
60614,7/12/17,16,55.06474214
60606,7/12/17,17,53.665
60611,7/12/17,17,54.44492347
60661,7/13/17,19,46.29240223
60653,7/13/17,12,51.75864678
60661,7/13/17,19,46.29240223
60653,7/13/17,12,51.75864678
60661,7/13/17,19,46.29240223
60653,7/13/17,12,51.75864678
60602,7/13/17,19,46.05481481
60606,7/13/17,19,45.16435613
60602,7/13/17,20,47.92355556
60611,7/13/17,20,47.91056624
60610,7/13/17,17,50.46288474
60654,7/13/17,18,47.00676703
60604,7/13/17,20,47.33122807
60654,7/13/17,21,68.14830012
60642,7/13/17,22,67.6940874
60654,7/13/17,22,67.37292818
60625,7/13/17,17,48.85604167
60637,7/13/17,8,56.78128175
60654,7/13/17,20,47.00161069
60653,7/13/17,11,53.27986346
60625,7/13/17,23,69.54026846
60618,7/13/17,22,64.48711279
60610,7/13/17,21,57.5657101
60654,7/13/17,19,47.31062082
60615,7/13/17,8,56.39195152
60613,7/13/17,17,47.96344371
60605,7/13/17,19,46.45819355
60637,7/13/17,9,51.51151316
60642,7/13/17,17,47.27787879
60605,7/13/17,20,48.08193182
60603,7/13/17,20,49.37444444
60602,7/13/17,18,48.5375
60611,7/13/17,18,46.80461874
60642,7/13/17,21,66.71428571
60601,7/13/17,20,46.94726098
60618,7/13/17,17,48.57833926
60611,7/13/17,17,46.99964046
60618,7/13/17,23,67.39317889
60617,7/13/17,7,52.49012165
60610,7/13/17,20,47.38688039
60617,7/13/17,8,52.64282304
60633,7/13/17,7,49.36662142
60607,7/13/17,21,67.52188112
60657,7/13/17,17,48.43134653
60661,7/13/17,21,67.19663259
60614,7/13/17,17,47.50962547
60601,7/13/17,18,50.37546875
60614,7/13/17,22,68.01626712
60654,7/13/17,17,47.70265021
60647,7/13/17,22,68.62825279
60601,7/13/17,19,46.45897436
60661,7/13/17,19,46.29240223
60653,7/13/17,12,51.75864678
60602,7/13/17,19,46.05481481
60606,7/13/17,19,45.16435613
60602,7/13/17,20,47.92355556
60611,7/13/17,20,47.91056624
60610,7/13/17,17,50.46288474
60654,7/13/17,18,47.00676703
60604,7/13/17,20,47.33122807
60654,7/13/17,21,68.14830012
60642,7/13/17,22,67.6940874
60654,7/13/17,22,67.37292818
60625,7/13/17,17,48.85604167
60637,7/13/17,8,56.78128175
60654,7/13/17,20,47.00161069
60653,7/13/17,11,53.27986346
60625,7/13/17,23,69.54026846
60618,7/13/17,22,64.48711279
60610,7/13/17,21,57.5657101
60654,7/13/17,19,47.31062082
60615,7/13/17,8,56.39195152
60613,7/13/17,17,47.96344371
60605,7/13/17,19,46.45819355
60637,7/13/17,9,51.51151316
60642,7/13/17,17,47.27787879
60605,7/13/17,20,48.08193182
60603,7/13/17,20,49.37444444
60602,7/13/17,18,48.5375
60611,7/13/17,18,46.80461874
60642,7/13/17,21,66.71428571
60601,7/13/17,20,46.94726098
60618,7/13/17,17,48.57833926
60611,7/13/17,17,46.99964046
60618,7/13/17,23,67.39317889
60617,7/13/17,7,52.49012165
60610,7/13/17,20,47.38688039
60617,7/13/17,8,52.64282304
60633,7/13/17,7,49.36662142
60607,7/13/17,21,67.52188112
60657,7/13/17,17,48.43134653
60661,7/13/17,21,67.19663259
60614,7/13/17,17,47.50962547
60601,7/13/17,18,50.37546875
60614,7/13/17,22,68.01626712
60654,7/13/17,17,47.70265021
60647,7/13/17,22,68.62825279
60633,7/14/17,7,87.65419679
60633,7/14/17,7,87.65419679
60617,7/15/17,8,91.26274967
60615,7/15/17,18,54.77882649
60637,7/15/17,18,48.36650588
60637,7/15/17,9,47.12495192
60637,7/15/17,10,46.44311715
60617,7/15/17,9,51.8161234
60615,7/15/17,9,47.93899582
60617,7/15/17,8,91.26274967
60615,7/15/17,18,54.77882649
60637,7/15/17,18,48.36650588
60637,7/15/17,9,47.12495192
60637,7/15/17,10,46.44311715
60617,7/15/17,9,51.8161234
60615,7/15/17,9,47.93899582
60617,7/16/17,8,83.14050781
60617,7/16/17,9,87.01832908
60617,7/16/17,8,83.14050781
60617,7/16/17,9,87.01832908
60605,7/17/17,18,79.36420526
60602,7/17/17,17,61.28135833
60603,7/17/17,18,78.50287057
60624,7/17/17,18,58.96563683
60604,7/17/17,18,76.60198357
60632,7/17/17,18,59.52811318
60611,7/17/17,17,63.42045
60601,7/17/17,17,63.60355568
60629,7/17/17,18,58.13010214
60617,7/17/17,7,81.94083181
60652,7/17/17,19,55.89994839
60603,7/17/17,17,67.37701111
60617,7/17/17,9,83.00321311
60657,7/17/17,18,60.01328181
60644,7/17/17,18,58.1476347
60617,7/17/17,8,84.20837911
60611,7/17/17,18,62.86703815
60612,7/17/17,18,58.95992716
60602,7/17/17,18,60.54072727
60633,7/17/17,9,78.72726142
60633,7/17/17,8,82.66110667
60609,7/17/17,18,61.46143947
60601,7/17/17,14,50.21525
60608,7/17/17,18,78.11277088
60613,7/17/17,18,61.19830148
0,7/17/17,18,49.06215527
60616,7/17/17,18,77.56375731
60614,7/17/17,18,62.35267287
60601,7/17/17,18,60.95996313
60654,7/17/17,17,56.51939776
60652,7/17/17,18,58.08203761
60654,7/17/17,18,60.24740733
60607,7/17/17,18,61.81406782
60661,7/17/17,18,57.92109272
60601,7/17/17,16,51.91532304
60606,7/17/17,18,57.81306767
60605,7/17/17,18,79.36420526
60602,7/17/17,17,61.28135833
60603,7/17/17,18,78.50287057
60624,7/17/17,18,58.96563683
60604,7/17/17,18,76.60198357
60632,7/17/17,18,59.52811318
60611,7/17/17,17,63.42045
60601,7/17/17,17,63.60355568
60629,7/17/17,18,58.13010214
60617,7/17/17,7,81.94083181
60652,7/17/17,19,55.89994839
60603,7/17/17,17,67.37701111
60617,7/17/17,9,83.00321311
60657,7/17/17,18,60.01328181
60644,7/17/17,18,58.1476347
60617,7/17/17,8,84.20837911
60611,7/17/17,18,62.86703815
60612,7/17/17,18,58.95992716
60602,7/17/17,18,60.54072727
60633,7/17/17,9,78.72726142
60633,7/17/17,8,82.66110667
60609,7/17/17,18,61.46143947
60601,7/17/17,14,50.21525
60608,7/17/17,18,78.11277088
60613,7/17/17,18,61.19830148
0,7/17/17,18,49.06215527
60616,7/17/17,18,77.56375731
60614,7/17/17,18,62.35267287
60601,7/17/17,18,60.95996313
60654,7/17/17,17,56.51939776
60652,7/17/17,18,58.08203761
60654,7/17/17,18,60.24740733
60607,7/17/17,18,61.81406782
60661,7/17/17,18,57.92109272
60601,7/17/17,16,51.91532304
60606,7/17/17,18,57.81306767
0,7/18/17,18,48.67666667
60633,7/18/17,11,86.13166574
60649,7/18/17,10,65.44161512
60617,7/18/17,8,99.73416397
0,7/18/17,9,65.59380952
60656,7/18/17,12,56.38183846
60633,7/18/17,10,88.07092506
60630,7/18/17,10,53.16911249
60630,7/18/17,11,55.44929378
60649,7/18/17,9,64.5675493
60646,7/18/17,11,52.59856882
60637,7/18/17,10,61.19892669
60649,7/18/17,18,49.69014563
0,7/18/17,10,51.65077215
60617,7/18/17,9,93.39959674
60646,7/18/17,12,59.65251276
60630,7/18/17,12,55.95065018
60656,7/18/17,11,49.71237476
60617,7/18/17,10,88.2011191
60637,7/18/17,17,55.13237237
60617,7/18/17,7,99.05772755
60637,7/18/17,18,50.10863707
0,7/18/17,18,48.67666667
60633,7/18/17,11,86.13166574
60649,7/18/17,10,65.44161512
60617,7/18/17,8,99.73416397
0,7/18/17,9,65.59380952
60656,7/18/17,12,56.38183846
60633,7/18/17,10,88.07092506
60630,7/18/17,10,53.16911249
60630,7/18/17,11,55.44929378
60649,7/18/17,9,64.5675493
60646,7/18/17,11,52.59856882
60637,7/18/17,10,61.19892669
60649,7/18/17,18,49.69014563
0,7/18/17,10,51.65077215
60617,7/18/17,9,93.39959674
60646,7/18/17,12,59.65251276
60630,7/18/17,12,55.95065018
60656,7/18/17,11,49.71237476
60617,7/18/17,10,88.2011191
60637,7/18/17,17,55.13237237
60617,7/18/17,7,99.05772755
60637,7/18/17,18,50.10863707
60617,7/19/17,9,77.43688595
60649,7/19/17,18,56.52183888
60617,7/19/17,10,84.82339079
60616,7/19/17,16,52.73614891
60637,7/19/17,10,52.76177335
60637,7/19/17,18,55.53645833
60649,7/19/17,10,53.33353161
60605,7/19/17,15,67.47694444
60616,7/19/17,15,54.69777641
0,7/19/17,10,53.07952381
60617,7/19/17,8,83.7443469
0,7/19/17,18,56.06
60617,7/19/17,7,82.10489861
60617,7/19/17,9,77.43688595
60649,7/19/17,18,56.52183888
60617,7/19/17,10,84.82339079
60616,7/19/17,16,52.73614891
60637,7/19/17,10,52.76177335
60637,7/19/17,18,55.53645833
60649,7/19/17,10,53.33353161
60605,7/19/17,15,67.47694444
60616,7/19/17,15,54.69777641
0,7/19/17,10,53.07952381
60617,7/19/17,8,83.7443469
0,7/19/17,18,56.06
60617,7/19/17,7,82.10489861
60602,7/20/17,9,48.53680272
60608,7/20/17,9,47.72727273
60603,7/20/17,9,47.78990826
60601,7/20/17,12,53.05451667
60607,7/20/17,11,52.7101206
60606,7/20/17,12,52.95739837
60652,7/20/17,19,59.57415034
60607,7/20/17,12,52.28488636
60609,7/20/17,9,53.24562349
60604,7/20/17,9,47.48735602
60601,7/20/17,9,51.79524775
60616,7/20/17,9,47.12047962
60661,7/20/17,12,53.80161322
60652,7/20/17,20,58.36857028
60605,7/20/17,9,47.1528051
60602,7/20/17,9,48.53680272
60608,7/20/17,9,47.72727273
60603,7/20/17,9,47.78990826
60601,7/20/17,12,53.05451667
60607,7/20/17,11,52.7101206
60606,7/20/17,12,52.95739837
60652,7/20/17,19,59.57415034
60607,7/20/17,12,52.28488636
60609,7/20/17,9,53.24562349
